source_id	target_id
2784	236382
2784	371067
2784	414727
2784	453585
2784	195258
2784	224417
2784	239218
2784	467731
2784	328926
2784	469909
2784	392382
2784	417350
2784	430400
2784	16418
2784	375490
2784	445678
2784	7599
2784	169550
2784	224748
2784	316603
12057	178184
12057	244537
12057	259131
12057	176020
12057	151418
12057	444517
12057	423701
12057	262194
12057	460560
12057	24168
12057	271520
12057	417027
12057	139892
12057	19
12057	214322
12057	293781
12057	36722
12057	70568
12057	174256
12057	364178
19620	375256
19620	31223
19620	174238
19620	232009
19620	224718
19620	182046
19620	290775
19620	335862
19620	83098
19620	93973
19620	63771
19620	111599
19620	367690
19620	306220
19620	292760
19620	202146
19620	301709
19620	393885
19620	370518
19620	321672
23768	73719
23768	273425
23768	167259
23768	443940
23768	182482
23768	46038
23768	80352
23768	393220
23768	372635
23768	193395
23768	339819
23768	57005
23768	277330
23768	421445
23768	51441
23768	294587
23768	381672
23768	265540
23768	239553
23768	41205
23814	98330
23814	75642
23814	126860
23814	202037
23814	479622
23814	441155
23814	467228
23814	193839
23814	388265
23814	210451
23814	212986
23814	431722
23814	269968
23814	306232
23814	470249
23814	368683
23814	347853
23814	61448
23814	95868
23814	439971
28091	194943
28091	34804
28091	108289
28091	243669
28091	419744
28091	333606
28091	237907
28091	241241
28091	147291
28091	286259
28091	183761
28091	166605
28091	475893
28091	357360
28091	35211
28091	259883
28091	29165
28091	455999
28091	364418
28091	388620
34581	2461
34581	448817
34581	450124
34581	255007
34581	95098
34581	202661
34581	329033
34581	13064
34581	304398
34581	230058
34581	384844
34581	173046
34581	446706
34581	348385
34581	100624
34581	34731
34581	26485
34581	469211
34581	257222
34581	65248
46930	205804
46930	74958
46930	104018
46930	324921
46930	255160
46930	372652
46930	417039
46930	177688
46930	26673
46930	158502
46930	132116
46930	209859
46930	296740
46930	54798
46930	305899
46930	346898
46930	132073
46930	137419
46930	282416
46930	476102
51579	129266
51579	269962
51579	412978
51579	430932
51579	466657
51579	129883
51579	109119
51579	35515
51579	116153
51579	356351
51579	236286
51579	23065
51579	353201
51579	193710
51579	414789
51579	257156
51579	302210
51579	103574
51579	70757
51579	38210
62560	417408
